price,sqft_living,condition,grade
339000,1450,3,7
414950,2200,4,7
650000,1610,4,8
445000,2690,3,8
295000,1850,3,9
975000,2250,4,9
296500,1580,4,7
440000,2030,3,8
420000,1890,3,7
302000,2140,3,8
350000,1770,4,8
667000,3320,4,8
645000,1640,4,7
430000,1820,4,7
413000,1410,3,7
420000,1240,3,7
495000,1780,4,7
2187730,4240,3,10
965000,3570,3,10
500000,1900,3,8
636100,1010,3,7
720000,2870,4,9
298000,1620,3,8
409000,1480,4,6
370000,2650,3,9
230000,1410,5,7
290000,1360,3,7
420000,2930,4,8
917000,3500,3,10
957000,3160,3,10
482000,1710,3,7
488000,2180,3,9
760369,2870,3,9
170000,1500,3,8
625000,2120,4,8
357000,1590,3,7
583000,1830,3,8
173250,1210,4,7
414050,1590,4,7
400000,1050,4,6
537000,1550,3,8
465000,2070,4,7
425000,1740,5,8
445000,1700,4,6
179950,1200,3,6
275000,1710,3,7
190000,1840,3,7
385000,1900,3,7
303000,2300,3,6
165000,970,4,6
600000,1270,3,6
710000,3130,4,8
875000,4230,3,10
269950,1480,4,7
838000,3310,3,9
670500,1590,3,7
420000,1690,3,7
370000,1690,2,7
360000,1500,3,7
562500,2320,3,8
360500,3300,5,8
389999,1445,3,7
450000,1890,4,7
247500,1760,3,7
208000,1050,5,5
455000,1980,3,7
379400,2120,4,7
190000,760,3,6
326188,1300,3,7
168000,1160,3,7
314000,2340,3,8
630000,2710,3,9
550000,1440,4,7
530000,1980,3,8
637500,1680,4,7
400000,1390,3,8
700000,3100,4,8
272000,1680,3,7
600000,2710,3,8
450600,840,4,7
550000,2090,3,10
225000,1120,5,6
132825,1210,5,6
219950,1210,5,6
580000,1940,5,7
568000,1930,3,7
406000,1270,4,7
469000,1680,3,7
415000,2090,3,8
390000,1000,4,7
251000,1350,3,8
750000,3280,3,9
845000,2390,3,9
350000,1860,4,7
322000,1380,3,7
664500,3070,3,8
988000,2190,4,8
625000,1990,5,7
675000,930,3,6
503000,2070,4,7
431000,2170,4,8
250000,1910,4,7
268500,2100,3,8
1070000,3560,4,9
295000,2290,3,7
780000,2130,4,8
354000,2160,3,8
305000,860,3,6
733000,2880,3,8
640000,2100,4,8
840000,2360,3,8
1475000,3680,4,10
525000,1560,4,8
625000,1680,4,7
350000,1380,3,8
650000,2610,5,8
435000,870,3,7
660000,1210,3,8
350000,1150,4,6
435000,3110,3,8
375900,2550,4,8
272000,2430,4,8
233000,1460,2,7
500000,1330,3,7
540000,2040,3,8
712000,2375,3,9
425000,2480,3,7
242000,1580,5,7
515000,2740,5,7
415000,1920,4,7
375000,2200,4,8
182500,910,4,7
310000,1860,3,7
360000,1510,3,7
889000,3920,3,9
450500,1330,3,7
342000,1964,3,9
413000,1520,3,8
960000,3720,3,10
180000,770,3,7
770000,3210,3,10
224400,1070,3,7
280000,1430,3,7
500000,1670,3,8
153000,710,5,6
385000,1920,4,7
325000,750,3,7
315000,2210,3,7
294999,1660,3,7
175000,1910,4,8
299000,1910,4,8
146000,780,3,6
290000,1650,3,7
1776000,3230,3,10
367500,810,3,6
535000,2750,3,8
334999,1650,3,7
655000,1960,4,7
1298000,2790,5,8
480000,2230,4,7
465000,1280,4,7
297950,1240,3,7
590000,1860,3,7
805000,2410,5,8
204250,1960,4,7
500000,1710,4,8
490000,3480,4,9
2500000,3480,3,9
750000,2960,4,9
405000,2670,3,9
209995,700,5,5
680000,2830,3,9
355000,1120,4,6
280000,1310,3,6
385000,1710,3,7
505000,2200,4,8
429900,3310,3,9
560000,2280,3,9
231000,1640,4,7
135000,750,4,6
800000,3520,3,8
420000,2720,3,8
360000,1660,3,7
642000,2560,3,9
379950,1080,3,7
745000,2050,5,9
630000,2670,4,9
250000,1730,4,7
275000,990,3,7
435000,3560,4,7
175000,700,3,5
560000,1880,4,7
325000,1870,4,7
1185000,2500,5,9
399950,2570,3,9
752000,2940,4,9
1200000,3930,3,10
400000,2150,4,7
240000,1330,4,7
640000,3220,3,8
564450,2710,3,9
300000,1630,4,6
286000,1680,3,8
531800,1930,3,7
502000,2140,3,7
993500,4070,4,10
450000,1350,4,7
997950,4270,3,9
526000,1320,5,7
335000,2100,4,7
187250,710,5,6
735000,2350,5,7
425000,1180,3,7
110000,1250,5,6
305000,1490,3,7
212000,1000,3,6
1380000,4050,4,10
298950,2300,3,8
525000,1330,4,7
707000,3200,3,9
695000,2590,3,10
796500,2590,3,10
420000,2030,3,7
625000,2700,4,8
620000,1670,4,8
1450000,3090,4,9
549950,2650,3,9
275000,1440,3,5
705000,2820,3,9
197000,1690,4,7
265000,1420,3,8
297000,1790,4,7
207500,1320,4,7
410000,1509,3,8
268000,1610,3,7
330000,1550,4,6
417500,1160,4,6
760000,2500,4,8
499000,1540,3,8
620000,1910,3,8
315000,2340,3,7
624950,2060,4,8
525000,1960,4,7
300000,1150,3,7
299900,2330,4,8
299000,2210,4,7
1880000,3260,4,10
265000,1900,5,6
280000,1610,2,6
124740,1340,4,6
1085000,3170,5,9
1970000,4440,5,10
219000,1370,4,6
569950,1420,4,8
212500,1030,4,6
680000,1820,5,7
1457000,2650,4,9
300000,910,4,7
629950,1680,3,9
349900,1550,3,6
690000,2780,3,8
1454000,4070,3,10
1288000,3240,3,11
696000,3650,3,9
650000,2180,3,8
640000,2480,3,8
499950,3180,3,9
490000,3630,3,10
685000,3160,3,9
387500,1370,3,6
401750,1070,3,8
254950,2180,5,7
500000,2420,4,8
856500,3290,3,10
552000,1430,4,6
506500,1890,4,7
500000,1760,3,8
280000,2230,3,7
308000,1630,4,7
613500,2350,3,8
255000,1550,3,7
545000,3550,3,10
620000,2720,5,7
450000,1740,4,7
279000,1840,3,7
625000,2010,3,9
274950,1670,3,7
423000,1820,4,7
350000,720,5,6
305000,2370,3,7
368000,2120,4,7
232000,1290,3,7
250000,1800,3,7
220000,1230,4,7
435000,1380,3,7
350000,740,4,6
206325,1720,3,7
339000,1720,3,7
399000,2100,5,7
529000,1210,3,6
640000,2210,3,9
735000,2470,3,8
378000,2760,4,8
775000,2540,4,8
2250000,5150,3,11
1350000,3420,3,9
380000,2270,3,8
624900,2270,3,8
379770,1470,3,8
340000,1280,3,8
515500,2830,3,8
600000,1970,3,7
400000,1390,3,6
364000,1020,5,6
440000,2250,3,8
285000,800,3,6
669000,1560,5,7
475000,2100,5,7
747000,990,4,7
317000,1060,2,7
390000,1270,4,6
1070000,2740,3,9
1205000,2470,3,9
580000,1970,3,7
518000,2070,3,8
147500,1010,3,7
555000,2220,4,8
427500,1090,3,8
1735000,4310,5,10
265950,1490,3,7
247500,700,3,6
244000,1450,3,6
578550,2120,4,8
451000,1670,3,7
489000,1810,3,8
190000,710,2,5
475000,2540,3,7
485000,1420,3,7
530000,2440,3,8
379000,2570,3,9
1629000,3090,4,9
739000,2050,4,8
189950,920,5,6
637500,2320,3,8
2225000,3450,4,9
209950,1660,4,7
460000,1130,3,6
543500,2550,3,8
376000,2420,3,8
430000,1470,3,8
515000,2030,4,7
580000,2310,3,6
600000,3370,3,9
476800,1900,4,6
815000,1940,4,8
455600,2420,3,7
270000,1010,3,7
1200000,2710,3,10
525000,1340,3,7
242000,1310,3,7
715000,2650,4,8
475000,1890,3,8
370000,2580,3,8
788600,3500,3,9
160000,1040,5,6
800000,1930,3,7
520000,2190,4,8
725000,1530,3,8
335000,1480,4,7
919000,3620,3,10
425000,3370,3,9
420000,2100,3,7
905000,3370,4,10
435000,2240,4,7
438000,1650,3,7
725000,2630,3,8
840000,2330,5,8
425500,1970,3,8
853505,2820,3,9
398000,590,3,5
418500,2060,3,7
826000,1890,3,9
742000,2810,3,10
180000,1470,3,6
286000,2190,2,8
421200,1440,3,7
390000,2480,3,8
739000,2780,3,9
499900,2180,4,7
670000,3340,3,8
842500,2560,3,8
492500,1600,4,7
836500,2230,3,9
334000,900,4,7
179900,1010,3,6
563000,1580,3,7
310000,1890,3,7
335000,2160,3,7
499950,2160,3,7
658500,1410,3,8
297000,1430,3,7
725000,2380,3,8
780000,2206,3,6
252500,1030,3,7
330000,1070,3,7
525000,2320,3,9
365000,1270,4,7
500000,2570,3,7
179950,920,5,6
440000,1790,3,7
145000,480,2,4
331000,2483,3,8
780000,2140,3,9
855000,1900,3,7
225000,1650,3,8
199000,1510,3,7
550000,2910,3,8
1425000,4960,3,11
805000,2710,4,8
261000,1810,3,7
347000,940,3,7
390000,1600,3,7
436000,2640,3,7
1802750,3890,3,10
557000,1630,3,8
135000,830,3,7
425000,1800,3,8
648752,2060,5,8
1388000,4040,3,9
630100,1910,5,7
739000,2800,3,9
269000,1320,3,7
250000,1220,5,6
475000,3100,3,7
290000,550,2,6
219000,1080,3,7
416000,880,5,6
179000,720,3,6
302000,2030,4,7
565000,2040,3,7
281700,1570,3,7
480000,1500,3,7
775000,3180,3,9
375000,1260,5,7
345000,1390,3,7
300000,2850,3,8
364950,2070,3,8
410000,2650,4,8
231000,1220,3,7
445000,1630,3,9
530000,1785,3,7
353500,1260,3,8
209950,1380,3,7
650000,2330,4,8
325000,840,3,7
257000,1730,3,8
337000,2230,4,7
541000,1790,3,8
577500,2280,3,9
560000,2430,3,8
979700,3730,3,7
750000,2230,3,8
407500,770,3,7
530000,1814,4,7
235000,1920,4,7
715000,1860,3,7
795000,2750,4,7
465000,1930,4,9
287600,1950,3,7
630000,2470,3,8
445000,1630,3,7
490000,2110,3,8
565000,1490,3,8
330000,1740,3,8
463000,1900,3,7
1870000,4510,3,10
219500,1090,5,5
622200,1720,3,7
474800,1400,3,8
465000,2090,5,7
389950,1580,3,8
650000,2620,4,8
395000,1500,3,7
304500,2030,3,8
307000,1020,3,6
485000,1540,3,7
1562000,3910,4,9
650500,3920,3,7
960000,3180,4,9
710000,2330,3,9
540000,2600,3,8
601000,1950,5,7
463828,3250,3,8
293000,1130,4,6
597500,2620,3,7
240000,1120,4,5
284000,1800,3,7
440000,2180,3,8
340000,1960,3,7
363000,1960,3,7
270000,1150,3,6
365000,2800,4,7
428000,1310,3,7
600000,2340,3,8
405000,1430,3,7
339900,2340,3,8
275000,1290,3,7
361600,760,3,6
325000,2780,4,7
1050000,2090,4,8
959750,3060,4,8
210000,1110,3,7
258000,1790,3,7
468000,1830,5,7
710000,2850,3,8
268000,1420,3,6
115000,790,3,5
500000,2300,3,8
431000,2440,4,9
241500,1310,3,7
300000,1380,3,7
982000,2790,3,9
248500,1360,3,8
665000,2510,3,9
1215000,4560,3,10
380000,780,3,6
220000,1410,4,7
631500,2530,4,8
386100,1270,5,7
1050000,3180,4,9
650000,1450,4,7
545000,2040,5,7
870000,2650,4,9
380000,1240,4,7
265000,820,3,6
645500,1890,4,7
570000,1270,5,7
1200000,3350,3,10
605000,1550,3,8
199500,920,4,7
445000,950,3,6
495000,2040,4,7
594000,1870,4,7
465000,1720,4,8
160000,1020,5,6
340000,2690,3,9
870000,3090,3,7
249000,1070,4,6
500000,2050,3,8
220000,1660,3,7
368500,2810,4,7
439950,2460,4,8
179900,1230,3,6
490000,2360,3,8
425000,1730,2,7
533300,2770,3,9
447500,1770,3,7
768000,3030,4,8
285000,2380,3,7
336900,1780,4,6
415000,1540,3,7
500000,1580,4,8
337000,3200,3,8
419950,2220,3,7
290000,2240,5,7
349950,1640,4,7
330000,1170,4,7
965000,3160,4,10
515000,2100,3,8
665000,2600,3,9
265000,1630,4,7
545400,2850,3,8
350000,2560,3,9
260000,980,3,7
2510000,5480,3,11
355000,2160,3,8
879000,3030,4,9
833000,3560,3,10
261590,760,3,6
512500,2260,3,7
600000,1560,5,7
417500,2270,3,7
970000,3480,4,8
316000,1900,4,7
397500,2350,3,9
1350000,2390,3,9
840000,3730,3,10
270000,1780,4,9
312900,1630,3,7
325000,1130,3,6
680000,2140,3,7
763000,3220,3,10
375000,800,5,5
475000,1800,3,7
219000,809,3,7
415000,1820,3,7
90000,580,3,5
220000,580,3,5
616000,2900,3,8
269500,1140,4,6
395350,1060,4,6
770000,2320,3,7
840000,3450,3,9
428950,1760,3,8
800000,3370,3,9
401000,1940,3,7
303697,2520,3,7
355000,1360,3,7
350000,800,3,6
754999,3010,3,10
982218,2340,3,9
406500,1780,3,8
1650000,4200,4,10
565000,1720,5,7
160000,830,3,6
220000,1090,3,6
1284000,5040,3,11
970000,3500,3,9
115000,1080,2,5
124000,1080,2,5
157000,1080,2,5
183000,870,5,6
527000,2830,3,9
407193,1880,3,8
970000,3600,3,9
535000,2340,3,7
245000,2040,3,6
337000,1310,3,7
630000,1470,3,8
320000,1370,4,7
228500,1080,3,6
293000,1990,3,7
447000,1310,4,7
226500,1640,3,7
436000,1770,4,7
451000,2050,3,8
315000,1170,3,5
450000,1340,4,7
635000,2240,5,7
292500,880,4,5
329900,2170,3,8
531000,1260,4,7
725000,1880,3,7
355300,1620,5,7
280000,1610,3,7
1095000,3330,4,10
605004,1370,3,9
260000,690,3,6
748000,3170,4,7
776000,1990,4,7
425000,1080,4,6
230000,1870,3,6
418000,1670,3,7
440000,2800,3,9
858450,3460,3,9
390000,1930,3,7
957000,2370,3,9
507000,1180,3,7
575000,1320,4,7
700000,1350,4,7
239950,1068,3,7
253000,1580,4,7
540000,1690,3,7
1550000,5120,3,11
805000,3960,3,10
920000,2420,5,9
496600,1910,3,8
246000,1440,3,8
350000,2320,3,7
585000,1670,3,8
450000,1390,4,7
746000,2620,3,9
598555,3040,3,9
820000,2990,3,9
266500,1740,3,7
370000,2360,2,6
625000,2240,3,7
243500,1610,4,7
340000,700,3,6
559950,2730,3,8
315000,1780,3,7
753000,3070,3,9
800000,2060,3,8
550000,1360,5,7
465000,1430,3,7
465000,1840,3,7
710000,2000,5,8
505000,1820,3,8
690000,2330,3,9
217500,1070,4,7
500000,930,4,7
325000,1040,4,6
500000,1960,3,8
721500,2970,3,9
924000,2200,3,9
2005000,3810,5,10
345000,830,3,8
825000,3920,3,10
560000,2870,4,9
599000,2560,3,8
211000,1350,5,6
425000,1240,3,8
750000,3210,4,7
479000,1690,3,7
612500,2550,3,9
605000,3240,4,7
1364000,3560,3,10
389900,2160,3,7
710000,3060,3,9
295000,1690,4,7
275250,1520,4,7
250000,2040,3,7
709000,2360,4,8
399500,1360,4,7
225000,2000,4,7
500000,1650,3,8
364900,2500,3,8
356000,1140,3,7
616750,2140,3,9
755000,2870,3,8
327500,830,5,6
605000,1960,3,8
179950,1130,3,6
633000,3630,3,11
349950,1764,5,7
1080000,2770,4,8
425000,2650,3,9
990000,2500,5,9
410000,2710,4,7
590000,2490,4,8
242000,1500,3,7
775000,1160,5,5
680000,1880,5,8
217000,1340,3,7
395000,1960,3,8
572500,2030,4,8
559900,2200,3,7
845000,2540,5,9
241000,1520,3,8
1325000,2360,4,8
475000,1340,3,7
575000,1400,3,7
455000,3030,4,8
839000,3200,3,10
475000,1580,4,7
600000,2120,4,7
515000,1640,4,7
425000,1890,3,8
565000,1710,4,7
498000,1140,3,6
739000,2720,5,8
355000,1650,4,7
263000,1790,4,8
375000,1680,3,7
322000,2200,4,7
325000,830,3,6
290000,770,3,7
809950,3280,3,10
969500,2080,4,8
665000,2790,4,9
635000,4150,3,11
272450,1780,3,7
427000,1460,4,7
261500,1410,3,8
488800,2170,4,8
340000,690,3,6
398950,3000,3,8
217000,870,5,6
799000,3170,4,9
160000,1540,4,6
447000,1270,3,7
765000,2190,3,8
1320000,4410,3,11
445000,2790,3,9
310000,1510,3,8
380000,1800,4,7
325000,2410,3,7
345000,2250,4,8
300000,950,3,6
530000,2860,3,8
583500,2860,3,8
410000,1560,4,7
535000,1940,3,7
2050000,3580,4,7
345000,2040,3,7
539000,1700,4,7
590000,3700,5,8
187000,1050,4,8
270000,1690,4,7
546000,1120,4,7
520000,1490,3,10
515000,2220,4,7
990000,2160,4,8
382000,870,3,7
1210000,1900,4,8
900000,3370,3,8
675000,3370,4,7
460000,880,4,7
234000,940,4,5
399000,1340,3,7
253500,1440,4,7
475000,1750,4,7
740000,3990,3,8
799000,2860,3,8
390000,1940,3,8
421000,1400,5,7
296500,1770,4,7
895000,1710,4,8
386000,2810,3,8
424000,1580,4,8
749000,1580,3,7
523000,1440,3,7
389000,2420,3,10
270000,1930,5,7
275000,1190,5,7
287500,2240,3,7
345000,2550,3,7
427000,920,3,6
508450,1520,4,7
705000,1460,4,7
550000,1900,5,9
380000,1430,1,7
539900,2500,3,8
330000,720,3,5
455000,1140,3,7
510000,3530,3,10
315000,1220,3,6
206000,1320,4,7
592500,2170,4,8
744000,2020,4,8
334500,1990,3,8
886000,2660,4,7
600000,2360,4,8
850000,2740,3,9
550000,1360,4,7
184900,1230,5,6
245000,1260,4,7
370000,1040,3,7
480000,2700,3,8
579000,1800,4,7
339275,1590,3,7
425000,1360,4,7
170000,1370,3,7
950000,3320,3,10
623000,2980,4,8
477000,1350,3,8
330000,1160,4,7
600000,1480,4,8
570000,1640,4,7
515000,2680,3,8
805000,2440,3,7
555000,2920,3,9
245000,1780,4,7
638150,2170,3,8
1650000,5550,3,9
269950,2060,3,7
195000,1050,5,6
159100,790,3,6
550000,1010,3,6
299000,1040,4,6
1375000,3130,3,9
249500,900,3,6
700000,1470,3,7
275000,1080,5,5
565000,2440,3,7
425000,2520,4,7
620047,1760,3,7
480000,1820,3,8
515000,1820,3,8
420000,3040,3,8
610000,3490,4,8
849000,2440,4,8
718000,2280,3,8
295000,1980,4,9
871000,2360,5,7
430000,3890,3,8
440000,2300,4,7
405000,910,3,7
340000,1140,3,7
675000,2390,3,9
480000,1150,3,7
362500,2330,4,7
752888,2420,4,9
255000,960,5,6
283700,1010,4,6
335000,2370,3,8
285000,2880,3,8
278000,2400,3,8
731000,3670,3,8
335000,1140,3,7
334200,1410,3,7
642000,1530,4,7
540000,1720,4,7
299000,1620,4,6
560000,1570,3,7
852000,1990,4,7
306000,930,3,7
440000,1550,4,7
517000,1650,3,7
379000,800,3,7
360000,930,4,6
645000,2550,4,7
217000,720,5,5
255000,620,3,6
625000,2360,3,10
680000,1760,4,8
440000,2100,4,7
615000,2480,3,9
239000,1040,3,6
462500,1656,4,7
619400,2090,5,7
975000,2520,3,7
330000,700,3,6
985000,4030,3,11
430000,760,3,6
2458000,6500,3,11
778000,1840,5,7
219000,1090,4,7
1595000,2980,5,8
715000,1900,4,9
950000,2790,4,10
425000,1280,4,8
239000,1510,3,7
310000,920,3,6
400000,700,3,7
428000,1980,5,7
600000,1440,3,8
415000,2740,4,9
401000,1400,3,7
292000,2270,3,7
291750,1310,3,7
227000,1680,4,8
675000,2260,3,9
397500,1350,3,8
206000,1820,3,7
1190000,3380,3,10
360000,2140,5,7
427500,2430,3,8
115000,940,3,6
559000,2070,4,7
420000,1510,3,7
550000,2550,3,8
282150,700,3,7
260000,1150,3,6
428000,2340,3,7
319950,1510,3,7
1350000,2070,3,7
552000,1150,4,7
637000,2190,5,7
213000,1980,2,7
215000,960,4,6
590000,2180,3,8
390000,2560,3,8
287000,2270,4,7
580000,3550,3,7
424000,1330,3,8
610000,2110,3,8
1320000,3470,3,11
623500,1550,3,7
260000,570,3,6
906000,2030,3,9
330000,1500,3,7
275000,920,3,6
290000,1470,3,7
599950,1150,3,7
550000,4180,3,11
289000,1690,3,7
411000,2150,5,8
826000,2330,3,10
400000,2680,4,7
342000,1740,3,8
475000,1320,3,7
1205000,3150,3,9
455000,2480,5,7
850000,3330,3,8
185000,1010,3,7
850000,4920,4,9
239900,1570,3,7
765000,3580,3,10
437000,2220,4,8
240000,1010,3,7
395000,1440,4,7
320000,1230,3,7
525000,1710,3,8
260000,2390,3,8
450000,2840,3,9
560000,2300,3,9
310000,2270,3,7
440000,2290,3,9
458450,1330,4,7
200000,1200,2,7
430000,2160,4,7
360000,1120,4,7
311000,2090,3,7
615000,1470,3,8
575000,2270,3,8
2027000,4100,5,11
430000,1440,4,6
400000,1200,4,7
340000,1720,3,7
351000,930,3,6
440000,2400,3,8
298000,1960,3,8
300000,1890,3,8
310000,1590,3,7
500000,2590,4,9
399900,860,3,7
343000,1270,3,8
415000,1130,3,8
410000,1860,3,8
320000,1802,3,7
1990000,4480,5,12
253000,1310,4,7
630000,2320,3,9
216000,1130,4,7
540000,2180,3,8
212000,1830,4,5
300000,2340,3,8
969950,2830,3,10
715000,1610,3,6
1321620,2410,3,10
1444000,2660,3,8
305000,1030,3,7
458000,1390,3,9
275000,1580,3,6
550000,2330,3,8
742000,1540,3,9
700000,1570,5,8
640000,2940,5,8
352000,1240,3,7
301500,1410,3,7
630000,2190,4,8
340000,3040,3,7
477500,1860,3,7
285000,1690,3,7
255000,1900,4,7
315000,1600,3,8
830000,2530,3,6
539950,1860,3,8
980000,2390,3,8
735000,3100,3,9
536000,2650,3,8
575000,1520,3,7
500000,1510,3,6
285500,1960,4,8
498000,2270,4,7
412000,910,4,7
607000,2100,4,8
199000,1000,3,6
492500,2760,3,7
585000,2840,3,8
326995,1860,3,7
372500,1920,4,8
528000,840,4,6
400000,2390,3,7
344000,2100,5,7
409950,2430,3,8
625000,1880,3,8
304950,1350,3,7
381500,2160,3,9
215000,1430,4,7
345000,2840,4,7
363000,2510,4,7
240000,1690,4,7
548050,1930,3,8
314000,720,3,6
800000,2990,3,11
400000,2300,3,7
247000,460,3,4
540000,1240,4,7
410000,1900,3,8
525000,2120,3,8
820000,2440,4,8
1250000,3300,3,8
244000,1180,4,7
275000,520,3,5
577000,2070,3,7
446950,2250,4,7
457000,2050,3,8
320000,1310,4,7
210000,1250,4,7
220000,2130,3,8
589000,2250,4,7
435000,1880,3,7
375000,1520,3,7
1735000,4010,3,10
545000,1660,3,8
970000,3400,3,10
705000,2320,5,8
915557,3740,4,9
259000,1810,3,7
1695000,3170,5,10
427000,1680,4,7
390000,930,3,6
363000,2390,3,8
612000,2680,4,7
380000,1790,4,8
230000,1680,3,7
580000,1570,4,8
770000,2230,3,8
207200,1260,3,6
525000,1790,3,7
925000,2440,3,7
883000,2410,5,8
455000,1780,3,7
343500,1900,3,7
244000,960,5,6
397000,1640,5,7
180500,850,3,6
310000,2150,4,7
315000,2780,3,7
718000,1030,5,7
279950,1930,4,7
689000,2080,4,8
828000,3520,3,10
150000,890,3,6
505400,1640,4,7
1680000,4860,4,11
217450,1040,3,7
677000,2820,3,9
361000,1320,3,8
620000,2590,3,8
176000,1540,2,7
330000,960,4,7
290000,1190,3,7
711000,2770,4,9
295000,1060,4,7
1096500,4010,3,11
257500,1140,4,7
240000,1910,3,6
645000,2340,3,9
499000,1170,4,7
321000,1290,3,7
449000,1810,3,8
515000,1820,4,7
456000,2220,3,8
865000,3830,3,9
515500,2920,3,9
576925,2630,3,8
243000,1320,3,7
253400,1400,5,7
292000,1600,3,7
271500,1490,3,7
765000,2170,3,8
375000,1280,3,8
382880,1620,4,7
852500,2630,4,9
475000,1240,3,7
462000,1300,5,7
762400,2430,3,8
330000,1890,4,7
473000,1890,3,8
550000,2440,3,7
449500,1780,3,7
744000,2830,3,10
700000,2490,4,7
511100,1560,4,7
317950,1980,3,7
542950,2070,3,8
490000,1490,3,8
760000,3090,3,8
475000,1580,4,7
1702500,5190,3,11
435000,2692,3,9
399000,1740,3,8
627000,1940,4,7
346500,2150,3,7
412000,1320,3,7
845000,3360,4,10
373000,1850,3,7
725000,2880,4,8
376000,2420,4,7
552500,2020,4,7
365000,2280,3,6
700000,3010,3,9
315000,2550,4,8
262500,1540,3,7
660000,2280,3,8
340000,2450,3,7
660500,2950,5,7
280000,690,3,6
267000,800,4,6
230000,1470,3,4
417000,1840,3,8
252000,1170,3,7
791000,2344,4,7
415000,1230,4,6
339000,1150,5,7
158000,1140,3,6
535000,1660,3,7
818900,1080,3,7
550000,1720,3,7
240000,590,3,6
590000,1290,3,9
369300,1480,4,7
510000,2600,3,7
542500,2040,3,8
262500,970,4,7
900000,2620,3,7
1100000,4560,3,9
368000,1750,4,7
825000,3620,3,9
343500,1660,3,7
273500,1360,4,6
1000000,2044,4,9
770000,2370,3,8
400000,1170,4,7
225000,1660,3,7
345000,2020,4,7
450000,2530,3,8
334850,870,3,7
605000,3670,3,8
760000,3180,5,10
390000,1870,4,6
488000,1940,3,8
3300000,4220,4,11
1063000,4820,4,11
608000,2400,3,8
1385000,2930,3,11
299950,800,3,6
818000,2200,3,7
355000,2400,3,9
1855000,5570,5,9
660000,1980,3,7
2367000,3530,3,9
1211000,3430,3,10
255950,1720,3,7
475000,1930,3,7
362950,2140,4,7
452000,1110,4,7
315000,1970,3,7
330950,1630,3,7
535000,2520,4,8
479000,2270,4,7
340000,1212,3,7
312000,1890,3,7
305000,1370,4,7
270000,1770,3,7
529999,1710,5,8
587100,1190,3,7
459800,1690,3,7
451000,1680,3,7
2475000,4340,3,11
525000,2040,4,7
250000,1110,3,6
475000,2040,4,7
235000,1920,4,7
230000,1330,5,7
581000,1630,3,7
415000,1520,3,7
522500,1520,3,7
383000,1340,4,8
315000,2500,4,7
591000,1460,3,7
750000,3140,3,9
430000,2150,3,7
712000,3140,3,10
510000,2310,4,8
480000,710,2,6
538000,1460,3,7
464000,730,3,7
476000,1440,3,7
349500,1130,4,7
270000,1810,4,8
740000,2710,3,10
395000,2740,4,9
498000,1690,3,7
339900,1470,3,7
539000,2830,3,9
400000,1410,3,8
225000,2170,4,7
330000,1340,3,6
1387800,2480,3,10
490000,1990,3,8
260000,2240,3,7
469900,2990,4,9
493000,2120,4,7
740000,2920,4,9
148900,1700,3,7
475000,1620,3,7
415000,760,3,7
229500,1230,4,7
1355000,4960,3,11
385000,2030,3,7
230000,1830,3,7
425000,970,4,7
189900,1000,5,5
238000,750,3,6
968060,2620,4,7
921000,2220,4,7
380000,3000,5,7
285000,1060,3,5
449000,1980,3,8
625000,1600,4,7
318989,2000,4,8
445000,1310,3,8
750000,1120,3,7
959000,3320,5,10
330000,2370,3,9
425000,830,3,7
280000,940,3,6
476500,2250,3,8
556000,2020,3,8
1862000,5240,3,10
637000,4083,3,10
405000,1450,4,7
397000,1170,4,6
895990,3555,3,9
259000,1610,3,7
420000,960,3,7
518000,1680,3,8
425000,1380,5,7
182500,1040,3,6
549900,1380,4,7
445000,1850,4,7
452000,1740,4,7
715000,1920,3,7
559000,2010,3,8
3300000,8020,3,11
250000,1860,4,7
1230000,4390,3,9
276500,2380,4,7
440000,2880,4,9
543200,2820,5,7
250000,750,3,6
625000,1750,3,8
530100,1540,3,7
549900,1140,3,8
430000,1560,4,7
835000,2960,3,10
409500,2140,3,7
329000,1600,3,7
940000,2080,3,8
539950,1560,3,7
579950,2880,5,8
881000,2510,5,8
362500,960,3,6
243950,1120,5,6
658000,3310,3,9
218250,1080,3,7
655000,2860,3,10
255000,1490,3,7
215000,1210,3,7
1265000,2240,4,8
2920000,4575,5,10
424305,1600,5,8
494000,2090,4,7
560000,2260,3,9
130000,1200,1,7
468000,2480,5,8
480000,2240,5,7
475000,1550,4,7
285000,2130,4,7
765000,2870,3,7
208000,1160,4,6
372000,2430,3,8
470000,900,3,7
451000,2830,3,7
442200,1620,3,8
330000,2510,4,8
335000,1790,4,6
280000,1640,3,7
625000,2240,4,8
345000,1870,3,8
255950,1500,5,7
570000,1490,3,7
685000,2230,3,8
273148,1710,4,7
246500,1620,3,7
349950,2250,3,7
545000,1700,3,6
403000,1502,3,7
299950,1900,3,7
792000,3320,3,10
418000,1980,4,7
332500,1670,3,6
337000,2235,5,7
212000,1070,3,6
542000,1800,4,9
622500,2980,3,9
260000,1670,3,7
525000,2620,4,8
975000,5470,3,11
1140000,3080,4,9
500000,940,4,7
554000,1870,4,8
343000,2070,3,7
515000,950,3,8
492000,1290,4,6
655000,2570,4,8
290000,1600,3,7
952500,2550,4,10
235000,1010,3,7
323000,1720,3,8
1050000,2200,3,9
265000,384,3,4
200000,1400,4,6
419995,1830,4,7
1500000,3110,4,10
455000,1600,3,7
660000,3600,4,8
319000,1390,4,7
